keluhan;bagian
Terkait informasi log in username dan password untuk domain Web Fakultas dan Prodi yang saat ini dihold, mohon kami dikirimi kembali username dan password domain terkait untuk kami gunakan dalam pengelolaan domain domian tsb. Atas kerjasamanya kami ucapkan terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Yth. Bagian SISFO,
Mohon bantuannya, saya tidak bisa akses email telkomuniversity.ac.id. Ketika akan akses email, maka muncul pesan sbb:
Invalid Email
We are unable to process your request at this time, please try again later.
Trims,
 ;
Yuyus HIdayat
 ;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"dear admin,
saya ditunjuk manjadi admin web KK Transtel. Masalahnya saya tidak tau username dan password web KK Transtel dan admin sebelumnya juga kehilangan jejak username dan passwordnya karena sudah lama tidak diurus. Apakah sisfo bisa membantu mengecek username dan password untuk web KK Transtel? webnya transtel.telkomuniversity.ac.id
Terima Kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya belum bisa mengisi kuesioner untuk semester antara;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Salam. Punten, ini kok saya tidak bisa isi kuisioner dan cetak kartu ujian kenapa ya? Terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang, Mohon maaf mengganggu waktunya. ;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya. ;
Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa mengakses web serta gmail student;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum saya ga bisa login classrom dengan akun sso';RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login akun google classrooms menggunakan akun SSO. ;
putrasetiadi@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login google classroom menggunakan akun email sso ;
Ibnumuzakky@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum pak, maaf mengganggu, saya tidak dapat mengakses email students.telkomuniversity.ac.id;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum.. maaf pak email saya gak bisa akses google classroom;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum pak/bu saya tidak bisa join google classroom;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat pagi,
Saya mahasiswa baru angkatan 2018. Saya ingin mengganti nomor telepon orang tua saya, karena yang tercantum di profil saya adalah nomor telepon rumah saya. Karena kesalahan tersebut orang tua saya masih belum mendapatkan username dan password untuk igracias parent. Saya sudah mencoba sendiri, tapi tidak berhasil. Saya ingin merubah nomor telepon orang tua saya menjadi 08122049458.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon petunjuk display untuk Igracias agar bisa kirim pesan seperti display Igracias yang sebelumnya.
Karena sistem Igracias yang baru tidak bisa menginputkan pesan langsung ke dosen atau pembimbing jadi menghambat untuk melakukan directly mengenai keperluan kepengurusan TA maupun registrasi (Mohon Sistem yang mudah untuk penginputan data-data yang penting agar segera bisa diproses dan ada eviden untuk ke pihak akademik yang bersangkutan)";RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya mau masuk kan bukti pembayaran, tapi selalu gagal, padahal tipe file dan ukuran file sesuai dengan persyaratan. ini saya lampirkan buktinya disini.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang. Terlampir data mahasiswa klik perpanjangan SK 2 kali yg seharusnya hanya sekali perpanjangan.

1. 6705140003 Dewi Nurul
2. 6301130293 Bram Arthya
3. 6707140048 Winda Fitri

Mohon bantuannya untuk reset perpanjangan SK tersebut. Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
 ;
Terima kasih
 ;
salam
TRA";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuannya mahasiswa wali saya bernama ; ;DEWI SETIAWATI (1402170271) mengajukan pengunduran diri karena ingin belajar di kampus lain. Sewaktu di akses nilanya di Igracias, nilai semester 1 tidak muncul, sedangkan nilai semester 2 muncul. Terlampir adalah print screen tampilan nilainya. Mohon bantuannya.
 ;
Mohon bantuannya karena ybs ingin mengurus kepindahannya.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum ;
Pak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi ;
Sekian, terima kasih
Wassalamualaikum ;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya salah memasukan nomor telp orang tua saya di igracias, sehingga orang tua saya tidak menerima password login untuk parents login. saya mencoba untuk mengedit data tersebut di akun saya namun tidak bisa. kolom seperti tidak bisa diedit. Mohon jalan kaluarnya bagaimana ya?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Mohon dapat dibantu web direktorat Admisi dan OpenLibrary tidak dapat dibuka dengan alamatadwork.telkomuniversity.ac.idd;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat pagi, mau melihat informasi seputar mata kuliah yang saya ambil, yang seharusnya ada lokasi kelas dan diajarkan dengan dosen siapa (dalam bentuk inisial tiga huruf), tetapi kali ini kosong, bahkan ketika ingin mencetak jadwal pun tidak ada informasi mengenai jadwal kuliah yang saya ambil, terima kasih. ;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Yth. Bpk/Ibu, Salam sejahtera, Terima kasih sudah diperkenalkan media informasi ini, ; Mohon bisa dijelaskan manfaat/tujuan media igracias ini bagi wali mahasiswa. Tks, Adi S";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Id card saya belum terdaftar untuk masuk gerbang dan parkiran;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat pagi, saya dzaky muhammad rafi permana dari jurusan PuTi internasional . Saya mengalami kendala untuk fasilitas tune . Saya tidak bisa login tune menggunakan sso. Tidak bisa connect tune dengan sso login .Mohon bantuannya terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat siang Bapak/Ibu.. saya ingin bertanya. Sudah kurang lebih 3 bulan ini TUNE di Asrama C tidak berfungsi.. bagaimana ya solusi nya.  ;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Maaf periahal tugas akhir saya belum bisa di imput, terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya tidak bisa mengakses email kampus, Mohon bantuannya;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang, Saya Erika Kurniasari Dewi mahasiswa Fakultas Indutri Kreatif jurusan Kriya Tekstil dan Mode. Dalam regitrasi online di igracias sampai saat ini saya masih belum ada kelas dan dapat memilih kelas yang seharusnya diambil di semester ini. Saya mohon segera ditanggapi dan diperbaiki.
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Permisi maaf mau komplain, saya tidak bisa input mata kuliah yang harusnya diambil pada semester ini, pada kolom pemilihan mata kuliahnya semua ada tulisan ""tingkat"" jadi tidak bisa dipilih. Semua teman satu kelas saya juga sama seperti itu, mohon segera ditindak lanjuti. Terimakasih sebelumnya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam.
Saya Sahnaz mahasiswa kriya tekstil dan mode 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat dicentang.Berikut mata kuliah yang akan saya ambil ; : Tugas Akhir, e-fashion, dan budaya nusantara. ;
Mohon info dan tindakan lanjutannya. Terimakasih. ";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam, ;
Kepada Yth. Bpk/Ibu
 ;
Mohon maaf, saya ingin melaporkan perihal registrasi di igracias. Bahwa, matakuliah ""Tugas Akhir"" yang akan di ambil tidak dapat dipilih, maupun di tambahkan. Masalah ini juga terjadi kepada teman satu kelas saya lainnya.
Mohon bantuan untuk memperbaikinya. Terimakasih banyak.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa melakukan registrasi untuk mata kuliah yang dipilih semester sekrang yaitu budaya nusantara dan TA karena kolom yang tersedia sudah dinyatakan lulus padahal belum pernah mengambil mata kuliah tersebut;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak dapat melakukan registrasi mata kuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
selamat Malam, saya Elsi Yuningsih mahasiswa kriya tekstil dan mode 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat di centang, berikut mata kuliah yang akan saya ambil: Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjut, terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat Malam,
Saya Erika Kurniasari Dewi mahasiswa Fakultas Industri Kreatif jurusan Kriya Tekstil dan Mode. Dari awal mulai masa registrasi matakuliah hingga malam ini saya sama sekali tidak dapat memilih kelas dalam registrasi matakuliah. dimohon untuk segera diperbaiki.
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"saya ;rachmah firstriani, S1 Kriya tekstil dan mode, kelas KR 39 03B tidak bisa melakukan registasi online karena tidak ada pilihan matakuliah dan kelas sesuai dengan aturan yang seharusnya diambil pada semester genap ini pada pilihan registrasi serta tidak bisa melakukan klik pada kolom pilih yang seharusnya. Mata kuliah tersebut adalah:
Tugas Akhir (tidak bisa di Klik) ;
E-Fashion kelas KR 39 03B (tidak ada kelas dan tidak bisa di klik)
Budaya Nusantara kelas KR 39 03 (tidak ada kelas dan tidak bisa di klik)
dimohon untuk kerjasamanya terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak dapat melakukan registrasi mata kuliah .;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam, saya Nada mahasiswa kriya teksti 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat dicentang. berikut mata kuliah yang akan saya ambil; Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjuti, terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Untuk matakuliah tugas akhir tidak bisa diambil;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Pilihan matakuliah untuk semester 8 saya tidak bisa di klik dan ditabahkan untuk regristrasi matakuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya mau bertanya, kemaren saya sudah melakulan regist untuk beberapa matkul dan tiba-tiba matkul tersebut hilang dengan sendirinya, padahal tidak ada yg hapus matkul tersebut. bagaimana solusinya?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
IP saya tidak berubah padahal nilai rangkaian listrik saya dari d menjadi ab tp ip saya tetap 2,8 sedangkan saya akan registrasi dan mengambil matakuliah tingkat atas;RISET DAN LAYANAN TEKNOLOGI INFORMASI
IP saya tidak berubah padahal nilai rangkaian listrik saya dari d menjadi ab tp ip saya tetap 2,8 sedangkan saya akan registrasi dan mengambil matakuliah tingkat atas;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Dear admin, saya butuh lisensi number untuk Ms. Office Professional Plus 2016 dikarenakan terdapat notifikasi perlu perubahan product keynya. Mohon bantuannya min. Thankyou;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Status TA/PA pada bagian Bimbingan Online, Daftar Sidang dan Kelengkapan SIdang tidak dapat di Klik.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
TUNE saya kok user do not exist;RISET DAN LAYANAN TEKNOLOGI INFORMASI
tidak bisa masuk wifi tune;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Belum terbuat akun untuk Office365;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Dear Sisfo,
Mohon bantuannya untuk dapat cetak KSM semester genap 2018/2019, sebagai salah satu syarat sidang.
Keterangan yang tertera pada menu registrasi adalah tidak ada histori KSM. Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
jadwal kelas untuk seluruh mahasiswi kelas KR 039-03B kriya tekstil, fik. tidak dapat input mata kuliah karna tidak ada pilihan kelasnya. mohon bantuannya atas kelancaran kami dalam registrasi;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya tidk dapat input mata kuliah, regitrasi bermasalah.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya belum bisa klik siap sidang padahal sudah di approve di bimbingan online ileh dosen pembimbing;RISET DAN LAYANAN TEKNOLOGI INFORMASI
tidak bisa publikasi melalui blog dosen dikarenakan wordpress terkena spam;RISET DAN LAYANAN TEKNOLOGI INFORMASI
request approval di igracias pembimbing tidak keluar;RISET DAN LAYANAN TEKNOLOGI INFORMASI
username password orangtua saya tidak bisa tolong diurus terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Kak kalau mau drop mata kuliah gimana ya, soalnya belum bisa ambil mata kuliah atas;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Terjadi misleading informasi mengenai data tagihan ;pembayaran yang ada di Igracias dengan pada saat pembayaran di teller dan atau melalui atm. Tagihan yang tersisa untuk dibayar sesuai yang tertera di Igracias adalah sebesar Rp. 150.000,- namun pada kenyataannya saat ingin membayar, tagihan yang muncul adalah tetap sesuai dengan tagihan total awal sebesar Rp. 7.150.000,-";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang,saya MADE GUNA SATRIA 1401174487(MB41-06) pada pengajuan pengulangan mata kuliah pada semester 2 ; tidak bisa di centang/dipih pada biasanya yang bagian ; sisi kanan juga tidak bisa diimput/drop";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang
Saya Rachmah Firstriani mahasiswa Kriya Tekstil dan Mode kelas KR 39 03
Tidak bisa melaksanakan proses registradi online karena matakuliah yang bersangkutan sesuai dengan proses perwalian masih belum bisa diakses sampai hari ini. Mata kuliah tersebut yaitu:
Budaya Nusantara kelas KR 39 03(Tidak ada pilihan untuk menekan klik)
E-Fashion kelas KR 39 03b (Tidak ada pilihan untuk menekan klik)
Hal serupa juga dialami oleh rekan-rekan sekelas saya yaitu kelas KR 39 03B. ;
Terimakasih, mohon untuk segera ditangani";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa registrasi mata kuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat sore ;
Saya ingin menyampaikan bahwa saya tidak bisa melakukan registrasi mata kuliah online tahap 2 yaitu dengan mengambil mata kuliah semester 8. ;
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Maaf periahal tugas akhir saya belum bisa di imput, terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya tidak bisa mengakses email kampus, Mohon bantuannya;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang,
Saya Erika Kurniasari Dewi mahasiswa Fakultas Indutri Kreatif jurusan Kriya Tekstil dan Mode. Dalam regitrasi online di igracias sampai saat ini saya masih belum ada kelas dan dapat memilih kelas yang seharusnya diambil di semester ini. Saya mohon segera ditanggapi dan diperbaiki.
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Permisi maaf mau komplain, saya tidak bisa input mata kuliah yang harusnya diambil pada semester ini, pada kolom pemilihan mata kuliahnya semua ada tulisan ""tingkat"" jadi tidak bisa dipilih. Semua teman satu kelas saya juga sama seperti itu, mohon segera ditindak lanjuti. Terimakasih sebelumnya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam, ;
Kepada Yth. Bpk/Ibu
 ;
Mohon maaf, saya ingin melaporkan perihal registrasi di igracias. Bahwa, matakuliah ""Tugas Akhir"" yang akan di ambil tidak dapat dipilih, maupun di tambahkan. Masalah ini juga terjadi kepada teman satu kelas saya lainnya.
Mohon bantuan untuk memperbaikinya. Terimakasih banyak.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa melakukan registrasi untuk mata kuliah yang dipilih semester sekrang yaitu budaya nusantara dan TA karena kolom yang tersedia sudah dinyatakan lulus padahal belum pernah mengambil mata kuliah tersebut;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak dapat melakukan registrasi mata kuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat Malam, saya Elsi Yuningsih mahasiswa kriya tekstil dan mode 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat di centang, berikut mata kuliah yang akan saya ambil: Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjut, terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam, saya intan cantika putri mahasiwa semester 8, jurusan kriya tekstil dan mode. Ingin mengajukan komplain karena tidak dapat melakukan registrasi tahap 2 yaitu pengambilan mata kuliah, karena mata kuliah yang tertera pada kolom igracias tidak bisa di add untuk di acc ke dosen wali.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"aya ;rachmah firstriani, S1 Kriya tekstil dan mode, kelas KR 39 03B tidak bisa melakukan registasi online karena tidak ada pilihan matakuliah dan kelas sesuai dengan aturan yang seharusnya diambil pada semester genap ini pada pilihan registrasi serta tidak bisa melakukan klik pada kolom pilih yang seharusnya. Mata kuliah tersebut adalah:
Tugas Akhir (tidak bisa di Klik) ;
E-Fashion kelas KR 39 03B (tidak ada kelas dan tidak bisa di klik)
Budaya Nusantara kelas KR 39 03 (tidak ada kelas dan tidak bisa di klik)
dimohon untuk kerjasamanya terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam, saya Nada mahasiswa kriya teksti 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat dicentang. berikut mata kuliah yang akan saya ambil; Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjuti, terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Untuk matakuliah tugas akhir tidak bisa diambil;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Pilihan matakuliah untuk semester 8 saya tidak bisa di klik dan ditabahkan untuk regristrasi matakuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya mau bertanya, kemaren saya sudah melakulan regist untuk beberapa matkul dan tiba-tiba matkul tersebut hilang dengan sendirinya, padahal tidak ada yg hapus matkul tersebut. bagaimana solusinya?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Dear admin, saya butuh Lisensi number untuk ms. office 365. Mohon bantuannya. Thankyou;RISET DAN LAYANAN TEKNOLOGI INFORMASI
IP saya tidak berubah padahal nilai rangkaian listrik saya dari d menjadi ab tp ip saya tetap 2,8 sedangkan saya akan registrasi dan mengambil matakuliah tingkat atas;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Dear admin, saya butuh lisensi number untuk Ms. Office Professional Plus 2016 dikarenakan terdapat notifikasi perlu perubahan product keynya. Mohon bantuannya min. Thankyou;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Status TA/PA pada bagian Bimbingan Online, Daftar Sidang dan Kelengkapan SIdang tidak dapat di Klik.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum pak, perkenalkan saya adinda rahma khumairah dari jurusan informatika, angkatan tahun 2018, dengan nim 1301184223, dari kelas IF-42-01, terkait masalah blog yang tidak bisa di akses sehingga nilai saya menjadi 0 semua dengan indeks E. Tapi, blog saya tidak termasuk dalam daftar blog yang tidak bisa di akses pak, jadi kemarin saya kira aman aman saja, tapi di igracias nilai saya masih 0 dan indeks saya tetap E, pdahal saya tidak ada dalam blog yang tidak bisa di akses pak, mohon pencerahannya bagaimana ya pak, terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Saya ingin melaporkan tentang nilai saya dan teman teman saya pak,jadi nilai pembentukan karakter saya dan teman teman saya banyak yg dapat nilai E/T karena blog kami tidak bisa di akses oleh dosen pak jadi tugas2 kami tidak bisa di buka,saya di suruh melaporkan kebagian sisfo pak
Nama:yusril alauddin ghani
Kelas:if 42 01
Nim:1301184217
Blog:yusrilghani
 ;
Yang dapat nilai E/T banyak pak bukan hanya dari kelas saya saja tapi kelas lain juga ada pak,terimakasih pak
Selamat pagi.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assamalamualaikum Wr. Wb.
Saya ingin melaporkan masalah penulisan jumlah sks di menu Lihat Nilai. Seharusnya saya sudah ada 15 SKS karena tinggal agama yang belum terinput nilainya, tetapi di gambar yang saya lampirkan hanya 13 SKS. Di mohon bantuannya. Terima Kasih.
Wasalamualaikum Wr. Wb.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam,
Saya Yovita Margaret Abigail Purba dari jurusan PuTi (SI-42-09). Saya ingin melaporkan tentang jumlah SKS total yang tertera pada Igracias. Jumlah SKS total yang tertera pada KSM berjumlah 18 sementara SKS total yang tertera pada kolom SKS total yang ada di Igracias berjumlah 15 padahal nilai saya telah terisi semua. Berikut saya menyertakan ksm dan screenshoot pada Igracias.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Index nilai KP (kerja praktek) tidak keluar, padahal sebelumnya Index nilai KP sudah ada.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Untuk sistem perolehan nilai akhir mata kuliah Enterprise Arsitektur yang saya kuliahkan yang ditotalkan seharusnya menjadi 44.1675 atau D, malah di E kan sebab saya kalkulasikan (nilai praktikum + Quiz + Tugas Besar + UTS   57 + 70 + 0 + 49.67   176.67 4   44.1675 alias D) terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Saya hendak menginput nilai melalui igracias mata kuliah Manajemen Proyek Industri dengan kode dosen GSW di kelas TI -39-09 Fakultas Rekayasa Industri. Tetapi ternyata nilai UTS eksisting ada yang besarannya tidak wajar yaitu 705 dan 555, padahal nilai maksimum yang dibolehkan adalah 100.
Mohon bantuan untuk mereset nilai UTS tersebut agar bisa saya input ulang. Tks.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Dear Sir/Madam
 ;
dengan Ini saya mau sampaikan terkait profile Saya karena saya mau cetak BIodata saya untuk Ijasah tapi di Formnya itu minta untuk ditulis dengan Huruf Kecil dan di Profile saya saya tidak bisah rubah BIodata saya. karena ini permintaan untuk Pendaftaran Yudisium.
 ;
Terima kasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
tidak bisa melakukan upload data proposal di igracias. Data yang kesimpan cuma sampai abstract. data lainnya yang sudah di inputkan tidak kesimpan.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Lisensi Serial Number untuk aplikasi microsoft office;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon di share serial number untuk paket adobe..
 ;
nuhun";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat malam, saya mau mengajukan permintaan lisensi serial number untuk microsoft office. terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
di dalam menu TA/PA, menu bimbingan online tidak dapat di klik, padahal saya mau approval logbook, mohon penyelesaiannya.. terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Siang..
Keluhan saya adalah terkait IGADISCLO.
Saya adalah ;koordinator mata kuliah Pengembangan Produk (IEH3D3), saya sudah menetapkan komponen masing-masing penilaian untuk setiap aspek (tugas, uts, kuis, dll yang kalau di total akan sejumlah 100 ). ;
Akan tetapi ketika saya akan menginput nilai. ada salah satu komponen penilaian yaitu Tugas (dgn bobot 20 ) tdak ada di file excel (yang seharusnya menjadi tempat menginput nilai). Bagaimana seharusnya? tolong dibantu. teria kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Wifi Tune tidak bisa;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Min minta serial number activasi windows ;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Aktivasi user untuk dreamspark;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mengajukan account dreamspark tel u
Septi Hidayah
1103184131
septihidayah@students.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum , akun igrasias saya ga bisa masuk ke tune telkom. Terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
mohon maaf, mau minta tolong perbaikan. tidak bisa mengakses fitur google class. terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa smart parkir ;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
RFID saya tidak bisa didaftarkan smart parking. bagaimana agar RFID saya bisa terdaftar smart parking ? karena sudah berkali kali mencoba tapi selalu gagal. Mohon bantuannya, terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
email devitara@student.telkomunivesity.ac.id dianggap invalid;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Maaf pak/ Bu, saya tidak bisa mengaktifasi Office 365 saya. Saat saya coba aktifasi, terdapat pesan ""the account gilangcb@365.telkomuniversity.ac.id isnt associated with this office account""";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Office di PC ruangan saya ged.P320 sudah expired.
Apa bisa diinstallkan ulang atau bagaimana ?
 ;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Yth help desk sisfo.
Saya, mahasiswa atas nama Muhammad Shulhannur, NIM 1301180398 tidak dapat login pada aplikasi igracias mobile. Mohon bantuannya, terimakasih.
*Tidak bisa melampirkan apapun karena saya harus merekam screen smartphone saya ketika login (bukti berupa video)
Cp: mshulhannur@gmail.com 081287987054";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum saya Tania Issabel. Mahasiswi teknik industri kelas TI-42-02.Saya mempunyai kendala dalam menggunakan igracias mobile. Setelah,saya re-install,software igracias mobile tidak tertera di playstore. Beberapa teman seangkatan juga mengalami hal tersebut. Apa karena beberapa jenis handphone tidak support atau bagaimana tindak lanjut dari kasus ini. Mohon maaf atas kesalahan kata dan terima kasih atas perhatiannya.
Wassalamualaikum wr wb";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"saya tidak dapat melakukan login ke sowftware office 365 menggunakan akun SSO, setelah menginput akun ""dsmario@365.telkomuniversity.ac.id"" window hanya blank putih seperti pada gambar, tapi saya coba dengan akun lain bisa login.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
