,keluhan,bagian,id,keluhan_length,clean_keluhan
376,mohon untuk mempermudah untuk melakukan keluhan dan masukan pada igracias,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,73,mudah laku keluh masuk igracias
377,saya tidak bisa memasukin akun igracias padahal akun saya benar,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,63,memasukin akun igracias akun
378,saya mau drop mata kuliah bagaimana caranya?,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,44,drop mata kuliah
379,tolong igracias diperbarui lagi dong tampilannya,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,48,igracias tampil
380,"Maaf sebelumnya, saya tahu kalau komplain wifi itu bukan disini tapi ini menyangkut kesejahteraan penghuni asrama gedung 6.
 ;
Wifi.id nya sering mati pada saat siang hari dan baru hidup pada pukul 9 malam ini akan sangat mengganggu pada saat mengerjakan tugas ataupun mencari referensi tugas kuliah. diharap bapak/ibu berkenan untuk meninjau kembali wifi yang ada digedung 6 terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,387,komplain wifi sangkut sejahtera huni asrama gedung wifiid nya mati hidup ganggu kerja tugas cari referensi tugas kuliah harap bapakibu kenan tinjau wifi gedung
381,"Maaf sebelumnya, saya tahu kalau komplain wifi itu bukan disini tapi ini menyangkut kesejahteraan penghuni asrama gedung 6.
 ;
Wifi.id nya sering mati pada saat siang hari dan baru hidup pada pukul 9 malam ini akan sangat mengganggu pada saat mengerjakan tugas ataupun mencari referensi tugas kuliah. diharap bapak/ibu berkenan untuk meninjau kembali wifi yang ada digedung 6 terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,387,komplain wifi sangkut sejahtera huni asrama gedung wifiid nya mati hidup ganggu kerja tugas cari referensi tugas kuliah harap bapakibu kenan tinjau wifi gedung
382,"Maaf sebelumnya, saya tahu kalau komplain wifi itu bukan disini tapi ini menyangkut kesejahteraan penghuni asrama gedung 6.
 ;
Wifi.id nya sering mati pada saat siang hari dan baru hidup pada pukul 9 malam ini akan sangat mengganggu pada saat mengerjakan tugas ataupun mencari referensi tugas kuliah. diharap bapak/ibu berkenan untuk meninjau kembali wifi yang ada digedung 6 terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,387,komplain wifi sangkut sejahtera huni asrama gedung wifiid nya mati hidup ganggu kerja tugas cari referensi tugas kuliah harap bapakibu kenan tinjau wifi gedung
383,"Maaf sebelumnya, saya tahu kalau komplain wifi itu bukan disini tapi ini menyangkut kesejahteraan penghuni asrama gedung 6.
 ;
Wifi.id nya sering mati pada saat siang hari dan baru hidup pada pukul 9 malam ini akan sangat mengganggu pada saat mengerjakan tugas ataupun mencari referensi tugas kuliah. diharap bapak/ibu berkenan untuk meninjau kembali wifi yang ada digedung 6 terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,387,komplain wifi sangkut sejahtera huni asrama gedung wifiid nya mati hidup ganggu kerja tugas cari referensi tugas kuliah harap bapakibu kenan tinjau wifi gedung
384,"Assalamualaikum wr. wb.
Selamat pagi. Nama saya Muhammad Hariz (1301183357)
Ini terkait dengan 365, jadi saya sudah sign in sesuai akun sso gracias dan ditambahkan @365.telkomuniversity.ac.id. Sign in-nya memang sukses, tapi dia butuh diaktivasi.
Bolehkah saya meminta product keynya? Terima kasih sebelumnya
Wassalamualaikum wr.wb.
*Maaf jika kategori layanan dan layanan yang saya pilih itu salah",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,398,nama muhammad hariz kait sign in sesuai akun sso gracias sign innya sukses butuh diaktivasi produk keynya wrwb kategori layan layan pilih salah
385,"Masih banyak yang acuh tak acuh terhadap lingkungan,, khusunya parkiran, plis atuh d tel u teh kebanyakan pake motor, itu parkiran motor d luasin lagi",BAGIAN LOGISTIK DAN ASET,1,150,acuh acuh hadap lingkung khusunya parkir atuh d tel teh pakai motor parkir motor d luasin
386,"Sekarang telah berjalan pembangunan 
 ATM center, saya selaku mahasiswa 
 mengharapkan diadakan ATM Mandiri 
 Syariah, sekian terima kasih",BAGIAN LOGISTIK DAN ASET,1,138,jalan bangun atm center mahasiswa harap atm mandiri syariah sekian
387,Satpam kalau ngamanin suatu barang kadang minta dibayar,BAGIAN LOGISTIK DAN ASET,1,55,satpam ngamanin barang kadang bayar
388,satpam di parkiran MSU judes sekali,BAGIAN LOGISTIK DAN ASET,1,35,satpam parkir msu judes
389,"saya mau tanya, saya waktu itu terkunci di lab fakultas informatika dan saya sudah mencoba mencari satpam untuk membukakan pintu nya tetapi tidak ada satpam disekitar gedung fif, mohon untuk ditingkatkan penyebaran satpam terutama di malam hari, agar hal seperti ini tidak terjadi lagi. terimakasih",BAGIAN LOGISTIK DAN ASET,1,298,kunci lab fakultas informatika coba cari satpam buka pintu nya satpam gedung fif tingkat sebar satpam utama
390,"Mohon untuk disesuaikan harga makanan di kantin dengan standard mahasiswa, bukan standard harga orang tua, dan selanjutnya evaluasi kesehatan dan kebersihan makanan, guna kesehatan anak-anak",BAGIAN LOGISTIK DAN ASET,1,190,sesuai harga makan kantin standar mahasiswa standar harga orang tua evaluasi sehat bersih makan sehat anakanak
391,tolong agar lahan parkir diperluas lagi,BAGIAN LOGISTIK DAN ASET,1,39,lahan parkir luas
392,toilet di gku banyak yang tidak bisa dipakai lagi,BAGIAN LOGISTIK DAN ASET,1,49,toilet gku pakai
393,kipas angin di gku banyak yang sudah mati,BAGIAN LOGISTIK DAN ASET,1,41,kipas angin gku mati
394,lahan parkir gku sangat sempit dan jalannya banyak yang rusak,BAGIAN LOGISTIK DAN ASET,1,61,lahan parkir gku sempit jalan rusak
395,"selamat siang, maaf mengganggu saya ingin menanyakan perihal kabel projektor yang sudah mulai sulit digunakan di gedung tokong nanas ruang 3 lantai 6, mohon ada tindak lanjut dari bagian logistik dan aset terimakasih.",BAGIAN LOGISTIK DAN ASET,1,217,ganggu perihal kabel projektor sulit gedung tokong nanas ruang lantai tindak logistik aset
396,selamat siang saya ingin komplain mengapa di gdung A dan B masih menggunakan kipas angin? Tidak menggunakan AC seperti fakultas depan ? Padahal kita sama2 bayar bpp,BAGIAN LOGISTIK DAN ASET,1,164,komplain gdung a bb kipas angin ac fakultas bayar bpp
397,"selamat siang, maaf sebelumnya. Mengapa saya kira dengan harga bpp yang tiap semester nya terbilang ""mahal"" itu fasilitas yang diberikan telyu kurang berkelas? Katanya ingin menjadi world class university",BAGIAN LOGISTIK DAN ASET,1,204,harga bpp semester nya bilang mahal fasilitas telyu kelas dunia class university
398,"Ruangan kelas belum memadai, terutama untuk fakultas teknik, tidak di samaratakan dengan fakultas lain, padahal kita bayar bpp nya sama",BAGIAN LOGISTIK DAN ASET,1,135,ruang kelas utama fakultas teknik samaratakan fakultas bayar bpp nya
399,Sediain tempat buat kalo ada barang yang ilang jadi tau harus dikemanain dan harus nyari dimana.,BAGIAN LOGISTIK DAN ASET,1,96,ain kalo barang ilang tau dikemanain nyari
400,"Kalau bisa semua ruangan kelas yang ada di gku diberi fasilitas penutup jendela dan agak kedap suara, dan untuk di fik sebaiknya disediakan studio yang memadai dan layak pakai untuk setiap jurusan",BAGIAN LOGISTIK DAN ASET,1,196,ruang kelas gku fasilitas tutup jendela kedap suara fik sedia studio layak pakai jurus
401,Ruang pola FIK terlalu kecil sehingga tidak ada cukup ruang bagi mahasiswa untuk mengerjakan tugas secara efektif,BAGIAN LOGISTIK DAN ASET,1,113,ruang pola fik ruang mahasiswa kerja tugas efektif
402,"Pemilihan materialnya (meja kursi) kualitasnya kurang bagus kurang awet dan gampang rusak, apabila ada fasilitas yang kurang layak agar segera diganti, dan membuat peraturan tegas tentang menjaga fasilitas kampus",BAGIAN LOGISTIK DAN ASET,1,212,pilih material meja kursi kualitas bagus awet gampang rusak fasilitas layak ganti atur jaga fasilitas kampus
403,GKU tolong diberi AC,BAGIAN LOGISTIK DAN ASET,1,20,gku ac
404,Tolong ada tempat untuk menyimpan helm di parkiran FIK dan GKU,BAGIAN LOGISTIK DAN ASET,1,62,simpan helm parkir fik gku
405,"Untuk mengganti fasilitas yang memang sudah tidak layak, seperti bangku kursi, khusunya di fik",BAGIAN LOGISTIK DAN ASET,1,94,ganti fasilitas layak bangku kursi khusunya fik
406,perbanyak lagi bus tayo telyu agar mahasiswa yang telat dan fakultas nya jauh bisa memanfaatkan itu,BAGIAN LOGISTIK DAN ASET,1,99,bus tayo telyu mahasiswa telat fakultas nya manfaat
407,"di gedung A banyak pintu toilet yg udah rusak, tolong diperbaiki",BAGIAN LOGISTIK DAN ASET,1,64,gedung a pintu toilet rusak
408,"mengapa di saya rasa terdapat perbedaan yg mencolok antara gedung A dan B, baik dari sisi kerapihan dan keindahan, tolong ditindklanjuti",BAGIAN LOGISTIK DAN ASET,1,136,beda colok gedung a bb sisi kerapihan indah ditindklanjuti
409,saya mau menyampaikan bahwa banyak musholla di gku (mushola yg kecil) banyak yg berdebu karpetnya dan tidak terurus,BAGIAN LOGISTIK DAN ASET,1,115,musholla gku mushola debu karpet urus
410,"kalau bisa mushola di gedung A diberi karpet yang layak, agar nyaman digunakan solat",BAGIAN LOGISTIK DAN ASET,1,84,mushola gedung a karpet layak nyaman salat
411,"daripada menggunakan kipas angin yg berisik, mengapa tidak dipasang AC saja di GKU agar suaranya tidak mengganggu proses perkuliahan",BAGIAN LOGISTIK DAN ASET,1,132,kipas angin berisik pasang ac gku suara ganggu proses kuliah
412,"gku dan gedung A tolong diberi AC, karen kami juga sama2 bayar BPP",BAGIAN LOGISTIK DAN ASET,1,66,gku gedung a ac karen bayar bpp
413,"selamat pagi, mohon maaf, saya ingin komplain tentang ac di ruangan A2 FIT. Ruangannya itu panas. setiap hari senin siang, kelas saya ada kelas disana. tetapi jalannya perkuliahan tidak kondusif karena kepanasan. Tolong untuk segera diperbaiki acnya. mohon maaf apabila ada perkataan yang tidak berkenan dihati terimakasih ;",BAGIAN LOGISTIK DAN ASET,1,324,komplain ac ruang a fit ruang panas senin kelas kelas jalan kuliah kondusif panas acnya kenan hati
414,tisu di kamar mandi fri gaada ,BAGIAN LOGISTIK DAN ASET,1,30,tisu kamar mandi fri gaada
415,Saya kira perlu diadakan akses online yg cepat dan mudah untuk laporan tentang logistik dan aset,BAGIAN LOGISTIK DAN ASET,1,96,akses online cepat mudah lapor logistik aset
416,Kualitas kabel proyektor yang kurang baik.,BAGIAN LOGISTIK DAN ASET,1,42,kualitas kabel proyektor
417,"mohon perhatiannya untuk membetulkan kran wudhu di toilet gku lt 3, soalnya kemarin kran nya bocor",BAGIAN LOGISTIK DAN ASET,1,98,perhati kran wudhu toilet gku lt kemarin kran nya bocor
418,"saya mau komplain mengeanai kursi perkuliahan di gedung A masih banyak yang miring dan tidak layak untuk di duduki, mohon segera diatasi",BAGIAN LOGISTIK DAN ASET,1,136,komplain ana kursi kuliah gedung a miring layak duduk
419,"assalamualaikum wr wb, saya ardhi mahasiswa FIK angkatan 2018, saya menyayangkan sekali mengenai banyaknya meja yang kotor oleh coret2 an di gedung tokong nanas lt. 6, mohon agar bisa di tangani oleh ihak logistik dan aset, terimakasih",BAGIAN LOGISTIK DAN ASET,1,235,ardhi mahasiswa fik angkat sayang kena meja kotor coret an gedung tokong nanas lt tangan ihak logistik aset
420,"saya naufal dari d3 telekomunikasi, itu projektor di gku kabelnya error, jadi warna yang keluar tidak sesuai",BAGIAN LOGISTIK DAN ASET,1,108,naufal d telekomunikasi projektor gku kabel error warna sesuai
421,flush toilet sama kran air bocor di fik lantai 1,BAGIAN LOGISTIK DAN ASET,1,48,flush toilet kran air bocor fik lantai
422,"assalamualaikum wr wb, saya vidya mahasiswa dari mahasiswi kriya tekstil mode 2017, saya merasa ruang pola yang di IK1.01.04 terlalu kecil, sehingga mempengaruhi saya dalam membuat pola",BAGIAN LOGISTIK DAN ASET,1,185,vidya mahasiswa mahasiswi kriya tekstil mode ruang pola ik pengaruh pola
423,"saya harap supaya pihak telyu lebih tanggap lagi dan lebih peka lingkungan untuk logistik dan aset bila ada masalah atau kerusakan, jadi tidak harus menunggu ada laporan keluhan dari mahasiswa/dosen baru diperbaiki",BAGIAN LOGISTIK DAN ASET,1,214,harap telyu tanggap peka lingkung logistik aset rusa tunggu lapor keluh mahasiswadosen
424,"Maaf tolong ini kerusakan di ku1.02.14 di tindaklanjuti, karena mengganggu proses perkuliahan, terimakasih",BAGIAN LOGISTIK DAN ASET,1,106,rusa ku tindaklanjuti ganggu proses kuliah
425,"Maaf sebelumnya, tolong supaya aktif memperbaiki atau mengganti sarana dan prasarana yg ada atau yang telah rusak, jangan sampe nunggu dulu laporan baru bergerak. Terimakasih",BAGIAN LOGISTIK DAN ASET,1,174,aktif ganti sarana prasarana rusak nunggu lapor gerak
426,"tolong itu ada beberapa kelas di gku yang engsel jendela nya sudah rusak, sehingga jendela nya tidak bisa dibuka lebar",BAGIAN LOGISTIK DAN ASET,1,118,kelas gku engsel jendela nya rusak jendela nya buka lebar
427,"Di FEB ada beberapa kursi yg tidak layak untuk dipakai, jadi menghambat dalam perkuliahan.",BAGIAN LOGISTIK DAN ASET,1,90,feb kursi layak pakai hambat kuliah
428,"Mohon untuk memperbaiki semua infocus dikelas, karena masih banyak yg rusak, apalgi di ku1",BAGIAN LOGISTIK DAN ASET,1,90,infocus kelas rusak apalgi ku
429,Tolong agar tidak slow respon dalam menanggapi keluhan/ kerusakan logistik dan aset,BAGIAN LOGISTIK DAN ASET,1,83,santai respon tanggap keluh rusa logistik aset
430,"Sejauh ini fasilitas layanan logistik dan aset dan keuangan sudah cukup baik. Namun, proses publikasi dan sosialisaai tata cara prosedur penggunaan layanan tersebut masih kurang dan masih banyak mahasiswa yg belum mengetahui hal itu.",BAGIAN LOGISTIK DAN ASET,1,233,fasilitas layan logistik aset uang proses publikasi sosialisaai tata prosedur layan mahasiswa
431,"banyak flush di toilet gku yg sudah rusak, dan itu semprotan air nya tidak mengeluarkan air",BAGIAN LOGISTIK DAN ASET,1,91,flush toilet gku rusak semprot air nya air
432,Layan logistik dan aset masih banyak yang diperbaiki terkadang fasilitas yang mulai rapuh tidak segera d perbaiki,BAGIAN LOGISTIK DAN ASET,1,113,layan logistik aset terkadang fasilitas rapuh d
433,"Tolong itu kipas angin di gku menurut saya bersuara, dan suaranya itu mengganggu proses mendengar perkuliahan di kelas",BAGIAN LOGISTIK DAN ASET,1,118,kipas angin gku suara suara ganggu proses dengar kuliah kelas
434,Ruang kelas yg terkadamg proyektor dan ac mati atau tidak dingin,BAGIAN LOGISTIK DAN ASET,1,64,ruang kelas terkadamg proyektor ac mati dingin
435,Banyak AC di FIT yang mati,BAGIAN LOGISTIK DAN ASET,1,26,ac fit mati
436,Jalan nya di perbaiki total baik area kampus maupun jalan menuju kampus,BAGIAN LOGISTIK DAN ASET,1,71,jalan nya total area kampus jalan tuju kampus
437,"Parkiran FIK rusak parah, banyak lubang besar. Parkiran gku panas, hujan pun kehujanan motornya (kasian), jalannya juga rusak, alur parkir ga beraturan jadi kadang-kadang motornya susah keluar",BAGIAN LOGISTIK DAN ASET,1,192,parkir fik rusak parah lubang parkir gku panas hujan hujan motor kasi jalan rusak alur parkir ga atur kadangkadang motor susah
438,tolong itu toilet di gku sudah banyak yg kotor dan tidak terurus,BAGIAN LOGISTIK DAN ASET,1,64,toilet gku kotor urus
439,tolong ini saya sudah 2x saya kuliah di ku1.03.15 scanner absensi nya tidak berfungsi,BAGIAN LOGISTIK DAN ASET,1,85,x kuliah ku scanner absensi nya fungsi
440,"mohon kepada bagian logistik dan aset agar memperbaharui kursi2 kelas di gedung A karena banyak yg sudah rusak dan reyot, terimakasih",BAGIAN LOGISTIK DAN ASET,1,133,logistik aset baharu kursi kelas gedung a rusak reyot
441,"selamat siang saya mau menyampaikan keluhan mengenai banyaknya kursi duduk di sekitar lorong2 gedung N yang sudah rusak, mohon segera diatasi",BAGIAN LOGISTIK DAN ASET,1,141,keluh kena kursi duduk lorong gedung n rusak
442,"selamat siang, saya mau menyampaikan bahwa kursi dosen di gku ku3.06.02 kemarin sudah rusak, akan patah, mohon diperbaiki…",BAGIAN LOGISTIK DAN ASET,1,122,kursi dosen gku ku kemarin rusak patah
443,"mohon kepada tim logistik dan aset gku, agar menyediakan sandal yg cukup untuk berwudu, karena kemarin saya lihat sandalnya hanya ada sedikit",BAGIAN LOGISTIK DAN ASET,1,141,tim logistik aset gku sedia sandal wudu kemarin lihat sandal
444,"saya mau menyampaikan saja sebelum terlambat, itu tralis2 besi yang ada di sebelah toilet di GKU sudah banyak yg karatan dan rapuh, mohon ditindaklanjuti.",BAGIAN LOGISTIK DAN ASET,1,154,lambat tralis besi belah toilet gku karat rapuh ditindaklanjuti
445,"mohon agar dipasang stiker pananda barisan bagi yg akan naik tangga, dan barisan bagi yg akan turun tangga, karena banyak stiker2 tersebut yg sudah hilang",BAGIAN LOGISTIK DAN ASET,1,154,pasang stiker pananda baris tangga baris turun tangga stiker hilang
446,"mohon perhatiannya, kemarin teman saya tidak bisa keluar dari kamar mandi gku (terkunci dri dalam) di lantai 3, pengunci pintu nya yg sudah rusak dan karatan",BAGIAN LOGISTIK DAN ASET,1,157,perhati kemarin teman kamar mandi gku kunci dri lantai kunci pintu nya rusak karat
447,mohon disediakan handwash disetiap wastafel di toilet gku,BAGIAN LOGISTIK DAN ASET,1,57,sedia handwash wastafel toilet gku
448,"kemarin saya menjumpai ada beberapa toilet di gdung A yang tidak memiliki gayung, mohon di tindaklanjuti, terimakasih.",BAGIAN LOGISTIK DAN ASET,1,118,kemarin jumpa toilet gdung a milik gayung tindaklanjuti
449,"saya lihat tembok2 gku khususnya yg d daerah tangga, sudah banyak yg kotor karena goresan2 sepatu",BAGIAN LOGISTIK DAN ASET,1,97,lihat tembok gku khusus d daerah tangga kotor gores sepatu
450,"mohon itu gagang pintu kelas di ku3.02.22 sudah patah, jadi harus dibuka dari dalam",BAGIAN LOGISTIK DAN ASET,1,83,gagang pintu kelas ku patah buka
451,"tolong itu RFID di ku3.04.02 suka bermasalah, sehingga menghambat proses presensi, terimaksih",BAGIAN LOGISTIK DAN ASET,1,93,rfid ku suka hambat proses presensi terimaksih
452,remote infocus di ku3.03.03 hilang tidak tahu kemana,BAGIAN LOGISTIK DAN ASET,1,52,remote infocus ku hilang
453,"kabel VGA di gku banyak yg bermasalah, kadang harus di ganjel agar bisa berfungsi, mohon bantuannya",BAGIAN LOGISTIK DAN ASET,1,99,kabel vga gku kadang ganjel fungsi bantu
454,"tolong disediakan sambungan HDMI, karena dosen saya laptopnya tidak ada colokan VGA nya",BAGIAN LOGISTIK DAN ASET,1,87,sedia sambung hdmi dosen laptop colok vga nya
455,"mohon untuk ditindaklanjuti, di gedung A banyak sekali kursi yg sudah tidak layak pakai, yg meja nya sudah lepas, meja nya miring, dll",BAGIAN LOGISTIK DAN ASET,1,134,ditindaklanjuti gedung a kursi layak pakai meja nya lepas meja nya miring dll
456,mohon disediakan hand dryer di setiap wastafel GKU,BAGIAN LOGISTIK DAN ASET,1,50,sedia hand dryer wastafel gku
457,"tolong agar di cek, apakah setiap alat pemadam api di tiap lantai masih berfungsi dengan baik atau tidak? Untuk mencegah hal2 yg tidak diinginkan",BAGIAN LOGISTIK DAN ASET,1,145,cek alat madam api lantai fungsi cegah
458,"tolong sediakan booth tempat barang2 hilang, agar mudah mencari nya",BAGIAN LOGISTIK DAN ASET,1,67,sedia booth barang hilang mudah cari nya
459,"Mohon kepada petugas dapat mengecek secara berkala kabel proyektor yang sudah kurang layak, agar tidak buram saat digunakan perkuliahan. Kejelasan layar sangat membantu perkuliahan, terutama mahasiswa.  ; Terimakasih.",BAGIAN LOGISTIK DAN ASET,1,217,tugas ecek kabel proyektor layak buram kuliah layar bantu kuliah utama mahasiswa
460,"menurut saya perlu diadakan booth atau tempat pelaporan logistik dan aset yg onsite, jadi jika menemui sebuah masalah mahasiswa bisa langsung melapor tanpa harus melapor lewat igracias",BAGIAN LOGISTIK DAN ASET,1,184,booth lapor logistik aset onsite temu buah mahasiswa langsung lapor lapor igracias
461,"tolong fasilitas disetiap gedung itu disamakan, karena kami juga sama2 membayar bpp tiap semesternya",BAGIAN LOGISTIK DAN ASET,1,100,fasilitas gedung bayar bpp semester
462,"Semasa kuliah yang mungkin menjadi keluhan adalah tentang fasilitas di area telkom seperti jalan yang banyak berlobang dan bergelombang, suka banjir, tempat parkir yang terkadang suka penuh, dan toilet yang sering kekurangan air. Semoga hal tersebut bisa diperbaiki secara menyeluruh tidak hanya di satu tempat saja",BAGIAN LOGISTIK DAN ASET,1,315,kuliah keluh fasilitas area telkom jalan berlobang gelombang suka banjir parkir terkadang suka penuh toilet air moga
463,Dipertimbangkan lagi jika pihak kampus akan diadakan kegiatan tes CPNS dengan memberikan lahan parkir yang memadai serta teguran kepada pengunjung agar tidak membuang sampah sembarangan dengan menugaskan security yang selalu standby,BAGIAN LOGISTIK DAN ASET,1,232,timbang kampus giat tes cpns lahan parkir tegur unjung buang sampah sembarang tugas aman standby
464,"lapangan parkir gku tolong diperluas lagi dan jalannya dibenerin, banyak yg bolong",BAGIAN LOGISTIK DAN ASET,1,82,lapang parkir gku luas jalan dibenerin bolong
465,Di telkom kebanyakan kantin di dalam kawasan kampus mematok harga yang cukup tinggi. Semoga bisa di turunkan. Agar kesejahteraan mahasiswa bertambah. ,BAGIAN LOGISTIK DAN ASET,1,150,telkom kantin kawasan kampus patok harga moga turun sejahtera mahasiswa
466,"Sudah cukup sejahtera namun seperti saya mahasiswa FKB jalan menuju parkiran jelek
Sudah ditambal tpi berlubang lagi dan semakin dalam. Berbahaya sekali jika hujan krn tertutup air ",BAGIAN LOGISTIK DAN ASET,1,181,sejahtera mahasiswa fkb jalan tuju parkir jelek tambal lubang bahaya hujan krn tutup air
467,"Keluhannya ada pada harga makanan di kantin yang masih terlalu mahal,masukannya sering diadain promo untuk mahasiswa",BAGIAN LOGISTIK DAN ASET,1,116,keluh harga makan kantin mahalmasukannya diadain promo mahasiswa
468,"kemaren saya parkir di parkiran gedung N, dan saya memakai helm, helm tersebut saya taruh di motor. tetapi pas saya pulang, helm tersebut sudah tidak ada dicuri orang. mohon untuk penjaga atau satpam yg bertugas untuk menjaga parkiran untuk selalu memerhatikan area parkir. karna tempatnya terbuka. terimakasih, hal ini sebagai pembelajaran untuk para mahasiswa dan satpam di area parkir",BAGIAN LOGISTIK DAN ASET,1,387,kemaren parkir parkir gedung n pakai helm helm taruh motor pas pulang helm curi orang jaga satpam tugas jaga parkir perhati area parkir karna buka ajar mahasiswa satpam area parkir
469,"tolong semua fasilitas mohon untuk dibetulkan, terutama jalan. karena masih banyak jalan atau pun parkiran penuh dan yang berlubang, hal itu demi kesejahteraan mahasiswanya sendiri",BAGIAN LOGISTIK DAN ASET,1,180,fasilitas utama jalan jalan parkir penuh lubang sejahtera mahasiswa
470,"mohon untuk fasilitas semua gedung itu disamakan, jangan dibeda2 karna kamri bayar setiap semester",BAGIAN LOGISTIK DAN ASET,1,98,fasilitas gedung beda karna kamri bayar semester
471,"parkiran penuh dengan yang tes cpns, bagaimana saya bisa parkir??",BAGIAN LOGISTIK DAN ASET,1,65,parkir penuh tes cpns parkir
472,"sampah berserakan dimana2, ulah para peserta tes cpns. mohon untuk hal tersebut kampus lebih tegas lagi kepada para pesertanya",BAGIAN LOGISTIK DAN ASET,1,126,sampah sera ulah tes cpns kampus
473,"tolong kebersihan dijaga terus, mulai maraknya buang sampah sembarangan",BAGIAN LOGISTIK DAN ASET,1,71,bersih jaga marak buang sampah sembarang
474,"tolong pisahkan dong, mana pakiran untuk tes cpns dan mana parkiran untuk mahasiswa. jangan dicampur, demi kenyamanan mahasiswa",BAGIAN LOGISTIK DAN ASET,1,127,pisah pakiran tes cpns parkir mahasiswa campur nyaman mahasiswa
475,kampus jadi kotor ketika ada yang tes cpns,BAGIAN LOGISTIK DAN ASET,1,42,kampus kotor tes cpns
476,"kemaren banyak sekali mahasiswa yang mengeluh ketika adannya tes cpns, mahasiswa jadi kesulitan untuk akses parkiran. karena banyak parkiran yg dipakai untuk mobil/motor peserta cpns",BAGIAN LOGISTIK DAN ASET,1,182,kemaren mahasiswa keluh adan tes cpns mahasiswa sulit akses parkir parkir pakai mobilmotor cpns
477,"mohon untuk parkiran motor agar ditata ulang, jangan dibiarkan dimana saja. satpam harus gerak, kebanyakan stpam hanya diam ",BAGIAN LOGISTIK DAN ASET,1,124,parkir motor tata ulang biar satpam gerak stpam diam
478,"Untuk Pengelola Asrama,Tolong untuk masalah air harap lebih diperhatikan.Terutama masalah cacing yg ada di air...apakah pemecahannya hanya dengan menyalakan kran air terus menerus ?Terimakasih",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,192,kelola asramatolong air harap diperhatikanterutama cacing airapakah pecah nyala kran air
479,"Air mati hari ini sejak pagi Asrama Putri 
 gedung B.
 Tolong ada solusi dan tindakan segera",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,92,air mati asrama putri gedung bb solusi tindak
480,tolong air di asrama dibersihin lagi,PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,36,air asrama dibersihin
481,"assalamualaikum wr.wb
untuk bapa ibu yang terhormat,saya merasa asrama sinyalnya jelek mohon router di ganti sebaik ROG mudah mudahan masukan saya di terima karena tugas tertunda oleh gangguan sinyal yang kurang baik
terima kasih",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,229,wrwb bapa terhormatsaya asrama sinyal jelek router ganti rog mudah mudah masuk tugas tunda ganggu sinyal
482,"Selamat malam, ;
Saya udah melunasi semua biaya pendaftran termasuk biaya asrama, tapi kenapa waktu saya cek di info kamar asrama informasi kamar saya tidak muncul, padahal sebelumnya saya sudah memiliki kamar asrama. Saya tidak pernah mengajukan pengunduran diri dari asrama. ;
Mohon BantuannyaTerima Kasih",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,307,lunas biaya pendaftran masuk biaya asrama cek info kamar asrama informasi kamar muncul milik kamar asrama aju undur asrama bantuannyaterima
483,apakah asrama bisa dipakai untuk orang tua? selama kegiatan wisuda?kalo bisa saya hubungin kemana ya??,PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,102,asrama pakai orang tua giat wisudakalo hubungin ya
484,"saya ingin menambah masa tinggal saya di asrama, apakah bisa??",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,62,tinggal asrama
485,"kemaren saya sudah bayar asrama, tapi tidak terdaftar di asrama gedung tersebut. Mohon untuk dibetulkan",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,103,kemaren bayar asrama daftar asrama gedung
486,"asrama saya bermasalah, ko udh bayar tapi tidak terdftar ya?",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,60,asrama ko bayar terdftar ya
487,Saya penghuni asrama banyak mahasiswa yang masih melanggar aturan yang ada di asrama sehingga menganggu ketenangan mahasiswa lainnya. Saya mohon untuk peraturan yang ada di asrama untuk bisa di perketat lagi agar supaya dalam asrama saling nyaman satu sama lain Terimakasih.,PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,274,huni asrama mahasiswa langgar atur asrama menganggu tenang mahasiswa atur asrama ketat asrama nyaman
488,asrama yang kosong bisa sebagai penginapan untuk wisuda ga ya?? kalo bisa saya hubungin kemana ya??,PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,99,asrama kosong inap wisuda ga ya kalo hubungin ya
489,"asrama saya habis, apakah bisa diperpanjang untuk masa asramanya?",PENGEMBANGAN KARAKTER DAN KEGIATAN ASRAMA,1,65,asrama habis asrama
